"id","note_a","note_b","note_c","note_d","note_e","note_num","id_chapter_id","note_a_en","note_b_en","note_c_en","note_d_en","note_e_en","note_num_en"
"103","لا يشمل هذا الفصل : # أ -  دم الحيوانات الداخل فى البند 05.11 ؛ # ب -  المنتجات المنفصلة المحددة الصفات كيميائياً (غير تلك المذكورة فى الملاحظات 2 (أ) أو 3 (أ) أو 4   (أ) أو 5 أدناه) ؛ # ج -  بللورات كلوريد البوتاسيوم المزروعة (ما عـدا العناصر البصرية) والتى لايقل وزن الواحدة منها   عن 2.5 جم، الداخلة فـى البند 38.24؛ العناصر البصرية من كلوريد البوتاسيوم (البند 90.01).",,,,,"ملاحظة 1:","31","This Chapter does not cover : #(a)  Animal blood of heading 05.11; #(b)  Separate chemically defined compounds (other than those answering to the descriptions in Note 2 (a), 3 (a), 4 (a) or 5 below); or #(c)  Cultured potassium chloride crystals (other than optical elements) weighing not less than 2.5 g each, of heading 38.24; optical elements of potassium chloride (heading 90.01).",,,,,"Note 1: "
"104","يشمل البند 31.02 فقط الأصناف التالية، بشرط ألا تكون مهيأة بالأشكال أو الأغلفة الموصوفة فى البند رقم 31.05 : # أ-  المنتجات الواردة أدناه : $ 1 -  نترات الصوديوم، وإن كانت نقية ؛ $ 2 -  نترات (الأمونيوم)، وإن كانت نقية ؛ $  3 -  الأملاح المزدوجة من سلفات الأمونيوم ونترات الأمونيوم، وإن كانت نقية ؛ $ 4 -  سلفات الأمونيوم وإن كانت نقية ؛ $ 5 -  الأملاح المزدوجة (وإن كانت نقية ) أو مخاليـط نــترات الكالسيوم ونترات النشادر (الأمونيوم ) ؛ $  6 -  الأملاح المزدوجة (وإن كانت نقية) أومخاليط نترات الكالسيوم ونترات الماغنسيوم؛  $  7 -  سياناميد الكالسيوم وإن كان نقياً أو مشرباً بالزيت ؛ $  8 -  البولة (اليوريا) وإن كانت نقيـه . # ب - الأسمدة المكونة من أى من المنتجات الموصوفة فى الفقرة (أ) أعلاه مخلوطة معاً . #  ج -  الأسمدة المكونة من كـلوريد الأمونيوم أو أى من المنتجـات الموصوفة فى الفقرة ( أ ) أو ( ب )   أعلاه مخلوطـة مع الطباشير أو الجبس أو مع مواد أخر غير عضوية خالية من القدرة  الإخصابية. # د -  الأسمدة السـائلة المكونة من محاليل مائية أو نشادرية من المنتجات المشار إليها فى الفقرة الفرعية   (أ) (2) أو (8) أعلاه، أو من مخاليط هذه المنتجات .",,,,,"ملاحظة 2:","31","Heading 31.02 applies only to the following goods, provided that they are not put up in the forms or packages described in heading 31.05 : # (a)  Goods which answer to one or other of the descriptions given below : $(i)      Sodium nitrate, whether or not pure; $(ii)      Ammonium nitrate, whether or not pure; $(iii)      Double salts, whether or not pure, of ammonium sulphate and ammonium nitrate; $ (iv)      Ammonium sulphate, whether or not pure; $(v)      Double salts (whether or not pure) or mixtures of calcium nitrate and ammonium nitrate; $(vi)      Double salts (whether or not pure) or mixtures of calcium nitrate and magnesium nitrate; $ (vii)      Calcium cyanamide, whether or not pure or treated with oil; $ (viii)  Urea, whether or not pure. # (b)  Fertilisers consisting of any of the goods described in (a) above mixed together. # (c)  Fertilisers consisting of ammonium chloride or of any of the goods described in (a) or (b) above mixed with chalk, gypsum or other inorganic non-fertilising substances.# (d)  Liquid fertilisers consisting of the goods of subparagraph (a) (ii) or (viii) above, or of mixtures of those goods, in an aqueous or ammoniacal solution.",,,,,"Note 2:"
"105","""يشمل البند 31.03 الأصناف التالية فقط، بشرط ألا تكون مهيأة بالأشكال أو الأغلفة الموصوفة فى البند 31.05 : أ -  المنتجات الواردة أدناه : $ 1 -  الخبث الناتج عن عملية نزع الفوسفور ؛ $ 2 -  الفوسـفاتــات الطبيعية المذكورة فى البند 25.10، المكلسة أو المعالجة بحرارة تفوق    تلك المطلوبة لإزالة الشوائب ؛ $  3 -  سوبر فوسفاتات """" فوق الفوسفاتات """" (مفردة أو مزدوجة أو ثلاثية) ؛ $  4 -  هـيدروجين أورثوفوســفات الكالسيوم المحتوية على فلور بنسبة لاتقل عن 0.2%     وزناً محسوباً على المنتج اللامائى فى الحالة الجافة . # ب -  الأسـمدة المكــونة من أى من المنتجات الموصوفة فى الفقرة ( أ ) أعلاه ، مخلوطة معاً ، بغض النظرعن نسبة الفلور المحددة كحد فاصل. # ج- الأسمدة المكونة من أى مــن المنتجات الموصوفة فى الفقرة ( أ ) أو ( ب ) أعلاه ، المخلوطة مع   الطباشير أو الجبس أو مع أى مواد غير عضوية خالية من القدرة الإخصابية، بغض النظر عن نسبة الفلور المحددة كحد فاصل. """,,,,,"ملاحظة 3:","31","Heading 31.03 applies only to the following goods, provided that they are not put up in the forms or packages described in heading 31.05 : # (a)  Goods which answer to one or other of the descriptions given below : $ (i)      Basic slag; $(ii)      Natural phosphates of heading 25.10, calcined or further heat-treated than for the removal of impurities; $ (iii)      Superphosphates (single, double or triple); $ (iv)      Calcium hydrogenorthophosphate containing not less than 0.2 % by weight of fluorine calculated on the dry anhydrous product. #(b)  Fertilisers consisting of any of the goods described in (a) above mixed together, but with no account being taken of the fluorine content limit. #(c)  Fertilisers consisting of any of the goods described in (a) or (b) above, but with no account being taken of the fluorine content limit, mixed with chalk, gypsum or other inorganic non-fertilising substances.",,,,,"Note 3:"
"106","لايشمل البند 31.04 سوى الأصناف التالية، بشرط ألا تكون مهيأة بالأشكال أو الأغلفة الموصوفة فى البند 31.05 : # أ -  المنتجات الواردة أدناه : $ 1  -  أملاح البوتاسيوم الطبيعية الخام (كارناليت، كينيت وسيلفينيت وغيرها) ؛  $  2 -  كلوريد البوتاسيوم وإن كان نقياً، مع مراعاه الأحكام الواردة فى الملاحظة 1 (ج) أعلاه؛ $  3 -  سلفات البوتاسيوم ، وإن كانت نقية ؛ $ 4 -  سلفات بوتاسيوم - الماغنسيوم، وإن كانت نقية . # ب -  الأسمدة المكونة من أى من المنتجات الموصوفة فى الفقرة (أ) أعلاه مخلوطة معاً  ",,,,,"ملاحظة 4:","31","Heading 31.04 applies only to the following goods, provided that they are not put up in the forms or packages described in heading 31.05 : # (a)  Goods which answer to one or other of the descriptions given below : $(i)      Crude natural potassium salts (for example, carnallite, kainite and sylvite); $(ii)      Potassium chloride, whether or not pure, except as provided in Note 1 (c) above; $(iii)      Potassium sulphate, whether or not pure; $(iv)      Magnesium potassium sulphate, whether or not pure.#  (b)  Fertilisers consisting of any of the goods described in (a) above mixed together.",,,,,"Note 4:"
"107","ثنائى هيدروجين أورثوفوسفات الأمونيوم (فوسفات الأمونيوم الأحادى) وهيدروجين أورثوفوسفات ثنائى أمونيوم (فوسفات الأمونيوم الثنائى)، وإن كانت نقية وكذلك مخاليط هذه المنتجات فيما بينها تبند فى البند  31.05",,,,,"ملاحظة 5:","31","Ammonium dihydrogenorthophosphate (monoammonium phosphate) and diammonium hydrogen-orthophosphate (diammonium phosphate), whether or not pure, and intermixtures thereof, are to be classified in heading 31.05.",,,,,"Note5:"
"108","من أجل تطبيق أحكام البند31.05، لاتشمل عبارة ""أسمدة أخر"" إلا المنتجات من الأنواع المستعملة كأسمدة  والمحتوية ، كمكون أساسى، على واحد على الأقل من العناصر المخصبة وهى النيتروجين أو الفوسفور أو البوتاسيوم .",,,,,"ملاحظة 6:","31","For the purposes of heading 31.05, the term “other fertilisers” applies only to products of a kind used as fertilisers and containing, as an essential constituent, at least one of the fertilising elements nitrogen, phosphorus or potassium.",,,,,"Note 6:"
"109","لايشمل هذا الفصل : #  أ -  العناصر أو المركبات المنفصـلة المحددة الصفات كيميائياً (بإستثناء مايدخل منها فى البندين 32.03 و32.04)، والمنتجات غير العضوية من الأنواع المستعملة كمضيئات الداخلة فى البند32.06، والزجاج المتحصل عليه من الكوارتز المنصهر أوغيره من السيليكا (السيليس) المنصهرة بالأشـكال المذكـورة فى البند 32.07، وكذلك الأصباغ وغيرها من مواد التلوين المهيأة بأشكال أو فى أغلفة للبيع بالتجزئة من البند 32.12؛  # ب -  الدابغـات وغـيرها من المشتقات الدابغة من المنتجات الداخلة فى البنود من 29.36 إلى 29.39 أو البند 29.41 أو فى البنود من 35.01 إلى 35.04؛  # ج -  المعاجين من أسفلت وغيرها من معاجين السد القارية الأخر (البند 27.15) ",,,,,"ملاحظة 1:","32","This Chapter does not cover : # (a) Separate chemically defined elements or compounds (except those of heading 32.03 or 32.04, inorganic products of a kind used as luminophores (heading 32.06), glass obtained from fused quartz or other fused silica in the forms provided for in heading 32.07, and also dyes and other colouring matter put up in forms or packings for retail sale, of heading 32.12); # (b) Tannates or other tannin derivatives of products of headings 29.36 to 29.39, 29.41 or 35.01 to 35.04; or # (c) Mastics of asphalt or other bituminous mastics (heading 27.15).",,,,,"Note 1: "
"110","يشمل البند 32.04 المخاليط من أملاح الديازونيوم المثبتة والروابط الثنائية لإنتاج أصباغ الأزو ",,,,,"ملاحظة 2:","32","Heading 32.04 includes mixtures of stabilised diazonium salts and couplers for the production of azo dyes.",,,,,"Note 2:"
"111","تدخل أيضاً فى البنود 32.03 و 32.04 و 32.05 و 32.06 المحضرات التى أساسها مواد تلوين (بما فيها ما يتعلق بالبند 32.06، الألوان السطحية (بيجمنت) الداخلة فى البند 25.30 أو فى الفصل 28، والرقائق والمساحيق المعدنية)، من الأنواع المستعملة لتلوين المواد أو المعدة لتستعمل كمكونات فى صناعة محضرات التلوين. ومع ذلك، فإن هذه البنود لاتشمل الألوان السطحية المبددة فى وسط غير مائى، على شكل سائل أو معجون، من الأنواع المستعملة فى صناعة الدهانات (البند 32.12)، ولا المحضرات الأخر الداخلة فى البنود 32.07، 32.08، 32.09، 32.10، 32.12، 32.13، و 32.15 .",,,,,"ملاحظة 3:","32","Headings 32.03, 32.04, 32.05 and 32.06 apply also to preparations based on colouring matter (including, in the case of heading 32.06, colouring pigments of heading 25.30 or Chapter 28, metal flakes and metal powders), of a kind used for colouring any material or used as ingredients in the manufacture of colouring preparations. The headings do not apply, however, to pigments dispersed in non-aqueous media, in liquid or paste form, of a kind used in the manufacture of paints, including enamels (heading 32.12), or to other preparations of heading 32.07, 32.08, 32.09, 32.10, 32.12, 32.13 or 32.15.",,,,,"Note 3:"
"112","يشمل البند 32.08 المحاليل (عدا الكلوديون) المكونة من أى من المنتجات المذكورة فى البنود من 39.01 إلى 39.13 فى مذيبات عضوية طيارة، عندما يتجاوز وزن المذيب 50% من وزن المحلول .",,,,,"ملاحظة 4:","32","Heading 32.08 includes solutions (other than collodions) consisting of any of the products specified in headings 39.01 to 39.13 in volatile organic solvents when the weight of the solvent exceeds 50 % of the weight of the solution.",,,,,"Note 4:"
"113","من أجل تطبيق أحكام هذا الفصل لا تسرى عبارة ""مواد تلوين"" على المنتجات من الأنواع المستعملة كمواد مالئة فى الدهانات الزيتية، وإن كانت صالحة أيضاً للإستعمال كألوان سطحية فى الدهانات المائية .",,,,,"ملاحظة 5:","32","The expression “colouring matter” in this Chapter does not include products of a kind used as extenders in oil paints, whether or not they are also suitable for colouring distempers.",,,,,"Note5:"
"114","من أجل تطبيق أحكام البنــد 32.12، يقصد فقط بعبارة "" أوراق الختم "" الأوراق الرقيقة من النوع المستعمل للطباعة، مثلاً، لطباعة أغلفة الكتب و الجلود وشرائط القبعات، والتى تتكون من : # أ -  مساحيق معدنية متناهية الدقة (بما فيها مساحيق المعادن الثمينة)، أو ألوان سطحية مكتلة بالغراء أو بهلام (جيلاتين) أو برابط آخـر؛ #  ب-  معادن (بما فيها المعادن الثمينة) أو ألوان سطحية، مثبتة على صفائح حاملة من أية مادة كانت.",,,,,"ملاحظة 6:","32","The expression “stamping foils” in heading 32.12 applies only to thin sheets of a kind used for printing, for example, book covers or hat bands, and consisting of : # (a) Metallic powder (including powder of precious metal) or pigment, agglomerated with glue, gelatin or other binder; or #  (b) Metal (including precious metal) or pigment, deposited on a supporting sheet of any material.",,,,,"Note 6:"
"115","لا يشمل هذا الفصل : #  أ -  الراتنجات الزيتية الطبيعية أو الخلاصات النباتية الداخلة في البندين 13.01 و 13.02؛  # ب - الصابون والمنتجات الأخر الداخلة في البند 34.01؛  # ج - أرواح التربنتين مـن الصمغ أو من الأخشاب الصنوبرية أو ناتجة عن صنع عجينة الورق بطريقة "" السلفات "" أو المنتجات الأخر الداخلة في البند 38.05 .",,,,,"ملاحظة 1:","33","This Chapter does not cover : #(a)   Natural oleoresins or vegetable extracts of heading 13.01 or 13.02; # (b)   Soap or other products of heading 34.01; or #(c)   Gum, wood or sulphate turpentine or other products of heading 38.05.",,,,,"Note 1: "
"116","إن عبارة "" مواد عطرية "" الواردة في البنـد 33.02 تسرى فقط على المواد الداخلة في البند 33.01، وعـلى المكونات العطرية التى تم فصلها من هذه المواد وعلى المنتجات العطرية التركيبية .",,,,,"ملاحظة 2:","33","The expression “odoriferous substances” in heading 33.02 refers only to the substances of heading 33.01, to odoriferous constituents isolated from those substances or to synthetic aromatics.",,,,,"Note 2:"
"117","تطبـق أحكام البنود من 3303 إلى 33.07، بصفة خاصة، على المنتجات، سواءً كانت مخلوطة أو غير مخلوطة (عدا المياه المقطرة العطرية والمحاليل المائية للزيوت العطرية)، الصالحة للإستعمال كمنتجات داخلة في هذه البنود ومهيأة في أغلفة للبيع بالتجزئة بقصد هذه الإستعمالات .",,,,,"ملاحظة 3:","33","Headings 33.03 to 33.07 apply, inter alia, to products, whether or not mixed (other than aqueous distillates and aqueous solutions of essential oils), suitable for use as goods of these headings and put up in packings of a kind sold by retail for such use.",,,,,"Note 3:"
"118","تشمل عبارة "" محضرات عطور أو تطرية (كوزماتيك) أو تجميل (تواليت)"" بالمعنى المذكور في البند 33.07 فيما تشمل، المنتجات التالية : الأكياس الصغيرة التى تحتوى أجزاء نباتات عطرية؛ محضرات معطرة تنتشر رائحتها بالإحتراق؛ الورق المعطر والورق المشرب أو المطلى بمواد تجميل؛ محاليل للعدسات اللاصقة أو للعيون الإصطناعية؛ الحشو واللباد واللامنسوجات المشربة أو المطلية أو المغطاة بالعطور أو مواد التجميل؛ محضرات تجميل (تواليت) معدة للحيوانات ",,,,,"ملاحظة 4:","33","The expression “perfumery, cosmetic or toilet preparations” in heading 33.07 applies, inter alia, to the following products : scented sachets; odoriferous preparations which operate by burning; perfumed papers and papers impregnated or coated with cosmetics; contact lens or artificial eye solutions; wadding, felt and nonwovens, impregnated, coated or covered with perfume or cosmetics; animal toilet preparations.",,,,,"Note 4:"
"119","لا يشمل هذا الفصل : # أ -  المخاليـط أو المحضرات الصالحـة للأكـل أو المحضـرات من شـحوم أو زيوت حيوانية أو نباتية، من الأنواع المستعملة كمحضرات لحل القوالب (البند 15.17)؛  # ب -  المركبات المنفصلة المحددة الصفات كيميائياً؛  # ج -  الشامبو، محضرات العناية بالأسنان، معاجين ورغوات الحلاقة أو محضرات الإستحمام التى تحتـوى على صابون أو عوامل عضوية أخر ذات نشاط سطحى (البند33.05 أو 33.06 أو 33.07). ",,,,,"ملاحظة 1:","34","This Chapter does not cover : #(a)  Edible mixtures or preparations of animal, vegetable or microbial fats or oils of a kind used as mould release preparations (heading 15.17); #  (b)  Separate chemically defined compounds; or # (c)  Shampoos, dentifrices, shaving creams and foams, or bath preparations, containing soap or other organic surface-active agents (heading 33.05, 33.06 or 33.07).",,,,,"Note 1: "
"120","من أجل تطبيق أحكام البند 34.01، لاتنطبق كلمة ""صابون"" إلا على الصابون القابل للذوبان فى الماء ويجوز أن يحتوى الصابون والمنتجات الأخر الداخلة فى البند 34.01 على مواد مضافة (مثل مطهرات أو مساحيق شحذ أو مواد مالئة أو الأدوية) وتبقى المنتجات التى تحتوى على مساحيق شحذ داخلة فى البند 34.01، إذا كانت فقط على هيئة قضبان أو قطع أو بأشكال مقولبة . أما إذا كانت بأشكال أخر فتدخل فى البند 34.05 "" كمساحيق الجلى والمحضرات المماثلة "" ",,,,,"ملاحظة 2:","34","For the purposes of heading 34.01, the expression “soap” applies only to soap soluble in water. Soap and the other products of heading 34.01 may contain added substances (for example, disinfectants, abrasive powders, fillers or medicaments). Products containing abrasive powders remain classified in heading 34.01 only if in the form of bars, cakes or moulded pieces or shapes. In other forms they are to be classified in heading 34.05 as ""scouring powders and similar preparations”.",,,,,"Note 2:"
"121","من أجل تطبيق أحكام البند 34.02، فإن عبارة "" عوامل عضوية ذات نشاط سطحى ""، تعنى المنتجات التى عندما تخلط مع الماء بتركيز قدره0.5% عند درجة20 مئوية وتترك لمدة ساعة واحدة بنفس درجة الحرارة فإنها: # أ -  تعطى سائلاً شفافاً أونصف شفاف أو مستحلباً ثابتاً دون فصل المادة غير القابلة للذوبان؛  # ب -  تخفض التوتر السطحى للماء الى 2- 10 × 4.5 نيوتن / متر (45 داين / سم) أو أقل . ",,,,,"ملاحظة 3:","34","For the purposes of heading 34.02, ""organic surface-active agents"" are products which when mixed with water at a concentration of 0.5 % at 20 °C and left to stand for one hour at the same temperature : #(a)  give a transparent or translucent liquid or stable emulsion without separation of insoluble matter; and # (b)  reduce the surface tension of water to 4.5 x 10-2 N/m (45 dyne/cm) or less.",,,,,"Note3:"
"122","يقصد بعبارة "" زيوت النفط والزيوت المعدنية القارية "" الواردة فى البند 34.03 المنتجات المعرفة فى الملاحظة 2 من الفصل 27 .",,,,,"ملاحظة 4:","34","In heading 34.03 the expression “petroleum oils and oils obtained from bituminous minerals” applies to the products defined in Note 2 to Chapter 27.",,,,,"Note 4:"
"123","مع مراعاة الإستثناء المنصوص عليها أدناه، فإن عبارة "" شموع إصطناعية وشموع محضرة "" الواردة فى نص البند 34.04 تنطبق فقط على : # أ -  المنتجـات العضوية التى لها صفة الشموع المنتجة كيميائياً، وإن كانت قابلة للذوبان فى الماء؛  # ب - المنتجات المتحصل عليها من عملية خلط شموع مختلفة؛  # ج - المنتجات التى لها صفة الشموع وأساسها نوع أو أكثر من الشموع أو البارافين وتحتوى على شحوم أو راتنجات أو مواد معدنية أو مواد أخر .#  ولا يشمل هذا البند : # أ -  المنتجات الداخلة فى البنود 15.16 أو34.02 أو38.23، حتى وإن كانت لها صفة الشموع؛ # ب -  الشموع الحيوانية غير المخلوطة أو الشموع النباتية غير المخلوطة، وإن كانت مكررة أو ملونة، الداخلة فى البند 15.21؛  #ج -  الشموع المعدنية والمنتجات المماثلة الداخلة فى البند 27.12، إن كانت مخلوطة فيما بينها أو ملونة فقط؛  # د -  الشموع المخلوطة، المبددة أوالمذابة فى وسط مائى (البنود34.05، 38.09،..إلخ).",,,,,"ملاحظة 5:","34"," In heading 34.04, subject to the exclusions provided below, the expression “artificial waxes and prepared waxes” applies only to : # (a)  Chemically produced organic products of a waxy character, whether or not water-soluble; #  (b)  Products obtained by mixing different waxes; #  (c)  Products of a waxy character with a basis of one or more waxes and containing fats, resins, mineral substances or other materials. The heading does not apply to : # (a)  Products of heading 15.16, 34.02 or 38.23, even if having a waxy character; #  (b)  Unmixed animal waxes or unmixed vegetable waxes, whether or not refined or coloured, of heading 15.21; #(c)  Mineral waxes or similar products of heading 27.12, whether or not intermixed or merely coloured; or #  (d)  Waxes mixed with, dispersed in or dissolved in a liquid medium (headings 34.05, 38.09, etc.).",,,,,"Note 5:"
"124","لايشمل هذا الفصل : #  أ -  الخمائر (البند 21.02) ؛ # ب- جزيئات الدم (عدا زلال الدم غير المعد لإستعمالات علاجية أو وقائية)، الأدوية والمنتجات الأخر، الداخلة فى الفصل 30) ؛ # ج - المحضرات الأنزيمية للإستعمال فى الدباغة الأولية (البند 32.02) ؛  # د - المحضرات الأنزيمية للنقع أو الغسيل أو غيرها من المنتجات الداخلة فى الفصل 34 ؛ #  هـ - البروتينات المقساه (البند 39.13) ؛ # و - منتجات صناعة الطباعة من هلام "" جيلاتين "" (الفصل 49) .",,,,,"ملاحظة 1:","35","This Chapter does not cover : # (a)   Yeasts (heading 21.02); # (b)   Blood fractions (other than blood albumin not prepared for therapeutic or prophylactic uses), medicaments or other products of Chapter 30; #  (c)   Enzymatic preparations for pre-tanning (heading 32.02); #(d)   Enzymatic soaking or washing preparations or other products of Chapter 34; # (e)   Hardened proteins (heading 39.13); or #  (f)   Gelatin products of the printing industry (Chapter 49).",,,,,"Note 1: "
"125","لأغراض تطبيق البند 35.05، تعنى عبارة "" دكسترين "" منتجات تحلل النشاء، والتى تكون نسبة محتوياتها من السكر المختزل، لاتزيد عن 10% معبراً عنها "" بالدكستروز "" محسوبة على أساس المادة الجافة . إن منتجات هذا النوع المحتوية على السكر المختزل بنسبة تزيد عن 10% تدخل فى البند 17.02. ",,,,,"ملاحظة 2:","35","For the purposes of heading 35.05, the term “dextrins” means starch degradation products with a reducing sugar content, expressed as dextrose on the dry substance, not exceeding 10 %.  # Such products with a reducing sugar content exceeding 10 % fall in heading 17.02.",,,,,"Note 2: "
"126","لايشمل هذا الفصل المركبات المحددة الصفات كيميائياً، المقدمة على حدة، عدا المركبات المذكورة فى الملاحظات "" 2 "" ( أ ) أو (ب) أدناه .",,,,,"ملاحظة 1:","36","This Chapter does not cover separate chemically defined compounds other than those described in Note 2 (a) or (b) below.",,,,,"Note 1: "
"127","يقصد بعبارة "" أصناف من مواد لهوب "" بالمعنى المذكور فى البند 36.06 فقط : # أ -  ميتالدهيد وهيكسا ميثـلين تترامين والأصناف المماثلة، المهياة فى أشكال (أقراص، أصابع أو بأشكال مماثـلة ) للإسـتعمال كوقود؛ الوقود الذى أساسه الكحول، والوقود المحضر المماثل، بأشكال صلبة أو شبه صلبة (عجينية) ؛ # ب - الوقود السائل وغاز الوقود المسيل المهيأ فى أوعية من الأنواع المستعملة لتعبئة او إعادة تعبئة قداحات السجائر أو الولاعات المماثلة التى لا تتجاوز سعتها 300 سم3؛ و # ج - المشاعل الراتنجية، موقدات النار ومايماثلها .",,,,,"ملاحظة 2:","36","The expression “articles of combustible materials” in heading 36.06 applies only to : #  (a)   Metaldehyde, hexamethylenetetramine and similar substances, put up in forms (for example, tablets, sticks or similar forms) for use as fuels; fuels with a basis of alcohol, and similar prepared fuels, in solid or semi-solid form; # (b)   Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300 cm3; and #  (c)   Resin torches, firelighters and the like.",,,,,"Note 2: "
"128","لايشمل هذا الفصل النفايا أو الفضلات. ",,,,,"ملاحظة 1:","37","This Chapter does not cover waste or scrap.",,,,,"Note 1: "
"129","يقصد بكلمة "" تصوير فوتوغرافى "" فى هذا الفصل العملية التى يتم بواسطتها تشكيل الصور المرئية بطريقة مباشرة أو غير مباشرة، بفعل الضوء أو غيره من أشكال الإشعاع على سطوح حساسة للضوء.",,,,,"ملاحظة 2:","37","In this Chapter the word “photographic” relates to the process by which visible images are formed, directly or indirectly, by the action of light or other forms of radiation on photosensitive, including thermosensitive, surfaces.",,,,,"Note 2: "
"130","لا يشمل هذا الفصل : # ( أ ) المنتجات المنفصلة ، المحددة الصفات كيميائياً، بإستثناء مايلى : $ 1 - الجرافيت الإصطناعى (البند 38.01) ؛ $ 2 - مبيدات للحشـرات والقوارض والفطريـات والأعشاب الضارة، موقفات الإنبات ومنظمات نمو النباتات، مطهرات ومنتجات مماثلة، مهيأة بالأشكال أو في الأغلفـة المذكورة في البند 38.08؛ $ 3 - المنتجات المهيأة كشحنات لأجهزة إطفـاء الحريـق أو كقـذائف لإطفاء الحريق (البند 38.13)؛  $ 4 - المواد المرجعية المعتمدة المحددة في الملاحظة (2) أدناه $ 5 - المنتجات المذكورة في الفقرات (أ) أو (ج) من الملاحظة (3) أدناه ؛ # (ب) مخاليط المنتجات الكيميائية والمواد الغذائيـة أو غيرها من المواد ذات القيمة الغذائية، من الأنـواع المستعملة في تحضير الأغذية المعدة للإستهلاك البشرى (البند 21.06 بصورة عامة)؛ # (جـ) رماد وبقايا ( بما فيها الوحول ، عدا وحل الصرف الصحى) ، محتوية على معادن أو زرنيخ أو مخاليطها والتى تستوفي شروط الملاحظتين 3 أ ، 3 ب للفصل 26 (البند 26.20) ؛  # (د) الأدوية (البندان 30.03 و 30.04) ؛  # (هـ ) المحفزات (الوسائط الكيميائية)، المستهلكة، من النوع المستخدم في إستخلاص المعادن العادية أو لتصنيع المركبات الكيميائية من المعادن العادية (البند 26.20)، المحفزات المستهلكة من النوع المستخدم بصورة أساسية فيإسترجاع المعادن الثمينة (البند71.12)، أو المحفـزات المكونـة من معادن أو خلائط معدنية بشكل مسحوق بالغ النعومة (مسحون) أو نسيج معدنى (القسم الرابع عشر أو القسم الخامس عشر) .",,,,,"ملاحظة 1:","38","This Chapter does not cover : #  (a)  Separate chemically defined elements or compounds with the exception of the following : $    (1)  Artificial graphite (heading 38.01); $ (2)  Insecticides, rodenticides, fungicides, herbicides, anti‑sprouting products and plant‑growth regulators, disinfectants and similar products, put up as described in heading 38.08; $ (3)  Products put up as charges for fire‑extinguishers or put up in fire‑extinguishing grenades (heading 38.13); $    (4)  Certified reference materials specified in Note 2 below; $ (5)  Products specified in Note 3 (a) or 3 (c) below; #(b)  Mixtures of chemicals with foodstuffs or other substances with nutritive value, of a kind used in the preparation of human foodstuffs (generally heading 21.06); #(c)  Products of heading 24.04; # (d)  Slag, ash and residues (including sludges, other than sewage sludge), containing metals, arsenic or their mixtures and meeting the requirements of Note 3 (a) or 3 (b) to Chapter 26 (heading 26.20);#  (e)  Medicaments (heading 30.03 or 30.04); or #(f)  Spent catalysts of a kind used for the extraction of base metals or for the manufacture of chemical compounds of base metals (heading 26.20), spent catalysts of a kind used principally for the recovery of precious metal (heading 71.12) or catalysts consisting of metals or metal alloys in the form of, for example, finely divided powder or woven gauze (Section XIV or XV).",,,,,"Note 1: "
"131"," لأغراض البند38.22 ، يقصد بعبارة "" مواد مرجعية معتمدة "" ، المواد المرجعية المصحوبة بشهادة تبين أرقاماً بقيم الخواص المعتمدة والطرق المستخدمة لتحديد هذه القيم ودرجة المصداقية المرتبطة بكل قيمة والصالحة لأغراض التحليل أو المعايرة أو المرجعية .","بإستثـناء منتجات الفصلين 28 ، 29 ، ولتبنيد المواد المرجعية المعتمدة ، فإن للبند 38.22 الأولوية على أى بند آخر في جدول التعريفة ",,,,"ملاحظة 2:","38","For the purpose of heading 38.22, the expression “certified reference materials” means reference materials which are accompanied by a certificate which indicates the values of the certified properties, the methods used to determine these values and the degree of certainty associated with each value and which are suitable for analytical, calibrating or referencing purposes.","With the exception of the products of Chapter 28 or 29, for the classification of certified reference materials, heading 38.22 shall take precedence over any other heading in the Nomenclature.",,,,"Note 2:"
"132","تدخل المنتجات الآتية في البند 38.24 وليس في غيره من بنود جدول التعريفة : # أ - البللورات المزروعة ( عـدا العناصر البصرية ) من أوكسيد الماغنسيوم أو من هاليدات المعادن القلوية أوالمعادن القلوية الترابية ( الأرضية ) ، والتى لا يقل وزن الواحدة منها عن 2.5 جرام؛ #  ب - زيت فيوزل ، وزيت ديبل (زيت العظام) ؛ # ج - مزيلات الحبر المهيأة في أغلفة للبيع بالتجزئة ، # د - المركبـات لتصحيح الكتابة على ورق الإستنساخ وغيرها من السوائل لتصحيح الكتابة، المهيأة في أغلفة للبيع بالتجزئة ؛  # هـ - أصناف من خزف قابل للإنصهار ( مثل مخاريط سيجر) لإختبار درجة حرارة الأفران. ",,,,,"ملاحظة 3:","38","Heading 38.24 includes the following goods which are not to be classified in any other heading of the Nomenclature : # (a)  Cultured crystals (other than optical elements) weighing not less than 2.5 g each, of magnesium oxide or of the halides of the alkali or alkaline‑earth metals; #  (b)  Fusel oil; Dippel’s oil; # (c)  Ink removers put up in packings for retail sale; # (d)  Stencil correctors, other correcting fluids and correction tapes (other than those of heading 96.12), put up in packings for retail sale; and #  (e)  Ceramic firing testers, fusible (for example, Seger cones).",,,,,"Note 3:"
