id,material,name ,band ,clearanceFeeExport,priceImport,clearanceFee,priceFull,type,priceExport,note
94270,"[40013010] »«б« «? џж «- »—я«? џж«нжб? ‘няб ж’гжџ Ў»нЏн… гг«Ћб…° »√‘я«бе« «б√жбн…","»«б« «? џж «- »—я«? џж«нжб? ‘няб ж’гжџ Ў»нЏн… гг«Ћб…° »√‘я«бе« «б√жбн…",40013010,2,20,7,27,ж“д,0,
94271,"[40013090] »«б« «? џж «- »—я«? џж«нжб? ‘няб ж’гжџ Ў»нЏн… гг«Ћб…° »џн— √‘я«бе« «б√жбн….","»«б« «? џж «- »—я«? џж«нжб? ‘няб ж’гжџ Ў»нЏн… гг«Ћб…° »џн— √‘я«бе« «б√жбн….",40013090,2,20,7,27,ж“д,0,
94272,[40021100] Џ’«—«  (б« я”  —ян»н),Џ’«—«  (б« я”  —ян»н),40021100,2,20,7,27,ж“д,0,
94273,"[40021910] гЎ«Ў ""” н—нд - »ж «ѕннд"" (SBR)? гЎ«Ў ” н—нд »ж «ѕннд я«—»жя”нбн (XSBR)° »√‘я«бе« «б√жбн…","гЎ«Ў ""” н—нд - »ж «ѕннд"" (SBR)? гЎ«Ў ” н—нд »ж «ѕннд я«—»жя”нбн (XSBR)° »√‘я«бе« «б√жбн…",40021910,2,20,7,27,ж“д,0,
94274,"[40021990] гЎ«Ў ""” н—нд - »ж «ѕннд"" (SBR)? гЎ«Ў ” н—нд »ж «ѕннд я«—»жя”нбн (XSBR)° »√‘я«б џн— √жбн…","гЎ«Ў ""” н—нд - »ж «ѕннд"" (SBR)? гЎ«Ў ” н—нд »ж «ѕннд я«—»жя”нбн (XSBR)° »√‘я«б џн— √жбн…",40021990,2,20,7,27,ж“д,0,
94275,"[40022010] гЎ«Ў »ж «ѕннд (BR)° »√‘я«бе« «б√жбн…","гЎ«Ў »ж «ѕннд (BR)° »√‘я«бе« «б√жбн…",40022010,2,20,7,27,ж“д,0,
94276,"[40022090] гЎ«Ў »ж «ѕннд (BR)° »џн— √‘я«бе« «б√жбн….","гЎ«Ў »ж «ѕннд (BR)° »џн— √‘я«бе« «б√жбн….",40022090,2,20,7,27,ж“д,0,
94369,[41022900] ћбжѕ Ё’нб… «б÷√д ќ«г гд“жЏ… «б’жЁ (џ г ”).,ћбжѕ Ё’нб… «б÷√д ќ«г гд“жЏ… «б’жЁ (џ г ”).,41022900,2,20,7,27,ж“д,0,
94277,"[40023110] гЎ«Ў «н“ж»ж нд - «н“ж»—нд (»ж нб) (IIR)° »√‘я«бе« «б√жбн…","гЎ«Ў «н“ж»ж нд - «н“ж»—нд (»ж нб) (IIR)° »√‘я«бе« «б√жбн…",40023110,2,20,7,27,ж“д,0,
94278,"[40023190] гЎ«Ў «н“ж»ж нд - «н“ж»—нд (»ж нб) (IIR)° »џн— √‘я«бе« «б√жбн….","гЎ«Ў «н“ж»ж нд - «н“ж»—нд (»ж нб) (IIR)° »џн— √‘я«бе« «б√жбн….",40023190,2,20,7,27,ж“д,0,
94279,"[40023910] гЎ«Ў «н“ж»ж нд -«н“ж»—нд гебћд (BIIR √ж CIIR)° »√‘я«бе« «б√жбн…","гЎ«Ў «н“ж»ж нд -«н“ж»—нд гебћд (BIIR √ж CIIR)° »√‘я«бе« «б√жбн…",40023910,2,20,7,27,ж“д,0,
94280,"[40023990] гЎ«Ў «н“ж»ж нд -«н“ж»—нд гебћд (BIIR √ж CIIR)° »џн— √‘я«бе« «б√жбн….","гЎ«Ў «н“ж»ж нд -«??“ж»—нд гебћд (BIIR √ж CIIR)° »џн— √‘я«бе« «б√жбн….",40023990,2,20,7,27,ж“д,0,
94281,"[40024100] гЎ«Ў ябж—ж»—нд (ябж—ж»ж «ѕннд) (CR) »‘яб Џ’«—«  (б« я” ""latex "" —ян»н)","гЎ«Ў ябж—ж»—нд (ябж—ж»ж «ѕннд) (CR) »‘яб Џ’«—«  (б« я” ""latex "" —ян»н)",40024100,2,20,7,27,ж“д,0,
94282,[40024910] гЎ«Ў ябж—ж»—нд (ябж—ж»ж «ѕннд) (CR) »√‘я«бе «б√жбн…,гЎ«Ў ябж—ж»—нд (ябж—ж»ж «ѕннд) (CR) »√‘я«бе «б√жбн…,40024910,2,20,7,27,ж“д,0,
94283,[40024990] гЎ«Ў ябж—ж»—нд (ябж—ж»ж «ѕннд) (CR) »џн— √‘я«бе «б√жбн…,гЎ«Ў ябж—ж»—нд (ябж—ж»ж «ѕннд) (CR) »џн— √‘я«бе «б√жбн…,40024990,2,20,7,27,ж“д,0,
94284,"[40025100] гЎ«Ў «я—нбжд —нб - »ж «ѕннд (NBR) »‘яб Џ’«—«  (б« я” ""latex "" —ян»н)","гЎ«Ў «я—нбжд —нб - »ж «ѕннд (NBR) »‘яб Џ’«—«  (б« я” ""latex "" —ян»н)",40025100,2,20,7,27,ж“д,0,
94285,[40025910] гЎ«Ў «я—нбжд —нб - »ж «ѕннд (NBR) »√‘я«бе «б√жбн…,гЎ«Ў «я—нбжд —нб - »ж «ѕннд (NBR) »√‘я«бе «б√жбн…,40025910,2,20,7,27,ж“д,0,
94286,[40025990] гЎ«Ў «я—нбжд —нб - »ж «ѕннд (NBR) »џн— √‘я«бе «б√жбн…,гЎ«Ў «я—нбжд —нб - »ж «ѕннд (NBR) »џн— √‘я«бе «б√жбн…,40025990,2,20,7,27,ж“д,0,
94287,[40026010] гЎ«Ў «н“ж»—нд (IR) »√‘я«бе «б√жбн…,гЎ«Ў «н“ж»—нд (IR) »√‘я«бе «б√жбн…,40026010,2,20,7,27,ж“д,0,
94288,[40026090] гЎ«Ў «н“ж»—нд (IR) »џн— √‘я«бе «б√жбн…,гЎ«Ў «н“ж»—нд (IR) »џн— √‘я«бе «б√жбн…,40026090,2,20,7,27,ж“д,0,
94289,[40027010] гЎ«Ў «б« нбнд - »—ж»нбнд –ж «б—ж«»Ў «бг÷«ЏЁ… џн— г —«Ёё… «бѕннд (EPDM) »√‘я«бе «б√жбн…,гЎ«Ў «б« нбнд - »—ж»нбнд –ж «б—ж«»Ў «бг÷«ЏЁ… џн— г —«Ёё… «бѕннд (EPDM) »√‘я«бе «б√жбн…,40027010,2,20,7,27,ж“д,0,
94290,[40027090] гЎ«Ў «б« нбнд - »—ж»нбнд –ж «б—ж«»Ў «бг÷«ЏЁ… џн— г —«Ёё… «бѕннд (EPDM) »√‘я«б џн— √жбн…,гЎ«Ў «б« нбнд - »—ж»нбнд –ж «б—ж«»Ў «бг÷«ЏЁ… џн— г —«Ёё… «бѕннд (EPDM) »√‘я«б џн— √жбн…,40027090,2,20,7,27,ж“д,0,
94291,[40028010] гќ«бнЎ гд ћ«  «б»дѕ 40.01 гЏ √н гд гд ћ«  е–« «б»дѕ »√‘я«бе« «б√жбн…,гќ«бнЎ гд ћ«  «б»дѕ 40.01 гЏ √н гд гд ћ«  е–« «б»дѕ »√‘я«бе« «б√жбн…,40028010,2,20,7,27,ж“д,0,
94292,[40028090] гќ«бнЎ гд ћ«  «б»дѕ 40.01 гЏ √н гд гд ћ«  е–« «б»дѕ »џн— √‘я«бе« «б√жбн…,гќ«бнЎ гд ћ«  «б»дѕ 40.01 гЏ √н гд гд ћ«  е–« «б»дѕ »џн— √‘я«бе« «б√жбн…,40028090,2,20,7,27,ж“д,0,
94293,[40029100] гЎ«Ў  —ян»н ж√»ѕ«б «бгЎ«Ў  «бг‘ ё… гд «б“нж  (џ г ”)»‘яб ”«∆б (б« я”  —ян»н),гЎ«Ў  —ян»н ж√»ѕ«б «бгЎ«Ў  «бг‘ ё… гд «б“нж  (џ г ”)»‘яб ”«∆б (б« я”  —ян»н),40029100,2,20,7,27,ж“д,0,
94294,[40029910] гЎ«Ў  —ян»н ж√»ѕ«б «бгЎ«Ў  «бг‘ ё… гд «б“нж   ... (џ г ”) »√‘я«бе« «б√жбн…,гЎ«Ў  —ян»н ж√»ѕ«б «бгЎ«Ў  «бг‘ ё… гд «б“нж   ... (џ г ”) »√‘я«бе« «б√жбн…,40029910,2,20,7,27,ж“д,0,
94295,[40029990] гЎ«Ў  —ян»н ж√»ѕ«б «бгЎ«Ў  «бг‘ ё… гд «б“нж  ...  (џ г ”) »џн— √‘я«бе« «б√жбн…,гЎ«Ў  —ян»н ж√»ѕ«б «бгЎ«Ў  «бг‘ ё… гд «б“нж  ...  (џ г ”) »џн— √‘я«бе« «б√жбн…,40029990,2,20,7,27,ж“д,0,
94296,[40030010] гЎ«Ў гћѕѕ »√‘я«бе «б√жбн…,гЎ«Ў гћѕѕ »√‘я«бе «б√жбн…,40030010,2,20,7,27,ж“д,0,
94297,[40030090] гЎ«Ў гћѕѕ »‘яб √бж«Ќ √ж ’Ё«∆Ќ √ж √‘—Ў….,гЎ«Ў гћѕѕ »‘яб √бж«Ќ √ж ’Ё«∆Ќ √ж √‘—Ў….,40030090,2,20,7,27,ж“д,0,
94298,[40040000] Ё÷б«   ждЁ«н«  жё’«’« ? гд гЎ«Ў џн— гё”м ж√д Ќжб   ≈бм г”«Ќнё √ж Ќ»н»« .,Ё÷б«   ждЁ«н«  жё’«’« ? гд гЎ«Ў џн— гё”м ж√д Ќжб   ≈бм г”«Ќнё √ж Ќ»н»« .,40040000,2,20,7,27,ж“д,0,
94299,"[40051000] гЎ«Ў џн— г»—яд »√‘я«б √жбн… √ж »‘яб √бж«Ќ √ж ’Ё«∆Ќ √ж √‘—Ў…°г÷«Ё ≈бне е»«» ЁЌг √ж ”нбня«","гЎ«Ў џн— г»—яд »√‘я«б √жбн… √ж »‘яб √бж«Ќ √ж ’Ё«∆Ќ √ж √‘—Ў…°г÷«Ё ≈бне е»«» ЁЌг √ж ”нбня«",40051000,2,20,7,27,ж“д,0,
94300,[40052000] ----    џн— гЏѕ… бб»нЏ »«б ћ“∆… Ён Џ»ж«  н“д «бгЌ жм «б’«Ён ббж«Ќѕ… где« 50 яџ √ж √яЋ—,----    џн— гЏѕ… бб»нЏ »«б ћ“∆… Ён Џ»ж«  н“д «бгЌ жм «б’«Ён ббж«Ќѕ… где« 50 яџ √ж √яЋ—,40052000,2,20,7,27,ж“д,0,
94301,[40059100] гЎ«Ў гќбжЎ џн— г»—яд  »‘яб √бж«Ќ √ж ’Ё«∆Ќ √ж √‘—Ў…,гЎ«Ў гќбжЎ џн— г»—яд  »‘яб √бж«Ќ √ж ’Ё«∆Ќ √ж √‘—Ў…,40059100,2,75,25,100,ж“д,0,
94303,"[40061000] √‘—Ў… (»—жЁнбнб« ) –«  гёЎЏ ‘»е гдЌ—Ё  ё—н»«р гЏѕ… б б»н” «Ў«—« ° гд гЎ«Ў џн— г»—яд.","√‘—Ў… (»—жЁнбнб« ) –«  гёЎЏ ‘»е гдЌ—Ё  ё—н»«р гЏѕ… б б»н” «Ў«—« ° гд гЎ«Ў џн— г»—яд.",40061000,2,75,25,100,ж“д,0,
94304,"[40069000] √‘я«б √ќ— (Џнѕ«д ж√д«»н» ж»—жЁнб« )° гд «бгЎ«Ў  џн— «бг»—яд.","√‘я«б √ќ— (Џнѕ«д ж√д«»н» ж»—жЁнб« )° гд «бгЎ«Ў  џн— «бг»—яд.",40069000,2,75,25,100,ж“д,0,
94305,[40070000] ---    ќнжЎ Џ«—н… (џн— гџЎ«… »гж«ѕ д”ћн…) б« н ћ«ж“ √я»— гёЎЏ Џ—÷н бе« 2 гббнгн —,---    ќнжЎ Џ«—н… (џн— гџЎ«… »гж«ѕ д”ћн…) б« н ћ«ж“ √я»— гёЎЏ Џ—÷н бе« 2 гббнгн —,40070000,2,75,25,100,ж“д,0,
94306,[40081100] √бж«Ќ ж’Ё«∆Ќ ж√‘—Ў… гд гЎ«Ў  ќбнжн г»—яд џн— гё”м,√бж«Ќ ж’Ё«∆Ќ ж√‘—Ў… гд гЎ«Ў  ќбнжн г»—яд џн— гё”м,40081100,2,225,75,300,ж“д,0,
94307,[40081900] Џнѕ«д ж»—жЁнб«  гд гЎ«Ў  ќбнжн г»—яд џн— гё”м,Џнѕ«д ж»—жЁнб«  гд гЎ«Ў  ќбнжн г»—яд џн— гё”м,40081900,2,225,75,300,ж“д,0,
94308,[40082100] √бж«Ќ ж’Ё«∆Ќ ж√‘—Ў… гд гЎ«Ў  џн— ќбнжн г»—яд џн— гё”м,√бж«Ќ ж’Ё«∆Ќ ж√‘—Ў… гд гЎ«Ў  џн— ќбнжн г»—яд џн— гё”м,40082100,2,225,75,300,ж“д,0,
94309,[40082900] Џнѕ«д ж»—жЁнб«  гд гЎ«Ў  џн— ќбнжн г»—яд џн— гё”м,Џнѕ«д ж»—жЁнб«  гд гЎ«Ў  џн— ќбнжн г»—яд џн— гё”м,40082900,2,225,75,300,ж“д,0,
94310,"[40091100] »√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м џн— гёж«… жб« г Ќѕ… »гж«ѕ √ќ—м°ѕжд бж«“г","»√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м џн— гёж«… жб« г Ќѕ… »гж«ѕ √ќ—м°ѕжд бж«“г",40091100,2,225,75,300,ж“д,0,
94311,"[40091200] »√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м џн— гёж«… жб« г Ќѕ… »гж«ѕ √ќ—м° гЏ бж«“г","»√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м џн— гёж«… жб« г Ќѕ… »гж«ѕ √ќ—м° гЏ бж«“г",40091200,2,225,75,300,ж“д,0,
94312,"[40092100] √д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м гёж«… »гЏѕд √ж г Ќѕ… гЏе° »ѕжд бж«“г","√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м гёж«… »гЏѕд √ж г Ќѕ… гЏе° »ѕжд бж«“г",40092100,2,225,75,300,ж“д,0,
94313,"[40092200] √д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м гёж«… »гЏѕд √ж г Ќѕ… гЏе° гЏ бж«“г","√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн— гё”м гёж«… »гЏѕд √ж г Ќѕ… гЏе° гЏ бж«“г",40092200,2,225,75,300,ж“д,0,
94314,[40093100] √д«»н» жгж«”н— жќ—«Ўнг гд гЎ«Ў г»—яд џн— гё”м гёж«…»гж«ѕ д”нћн… √ж г Ќѕ… гЏе« »ѕжд бж«“г,√д«»н» жгж«”н— жќ—«Ўнг гд гЎ«Ў г»—яд џн— гё”м гёж«…»гж«ѕ д”нћн… √ж г Ќѕ… гЏе« »ѕжд бж«“г,40093100,2,225,75,300,ж“д,0,
94315,"[40093200] √д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн—гё”м гёж«… »гж«ѕ д”нћн… √ж г Ќѕ… гЏе«° гЏ бж«“г","√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн—гё”м гёж«… »гж«ѕ д”нћн… √ж г Ќѕ… гЏе«° гЏ бж«“г",40093200,2,225,75,300,ж“д,0,
94316,[40094100] √д«»н» жгж«”н— жќ—«Ўнг гд гЎ«Ў г»—яд џн— гё”м гёж«…»гж«ѕ √ќ—н √ж г Ќѕ… гЏе« »ѕжд бж«“г,√д«»н» жгж«”н— жќ—«Ўнг гд гЎ«Ў г»—яд џн— гё”м гёж«…»гж«ѕ √ќ—н √ж г Ќѕ… гЏе« »ѕжд бж«“г,40094100,2,225,75,300,ж“д,0,
94317,"[40094200] √д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн—гё”м гёж«… »гж«ѕ √ќ—н √ж г Ќѕ… гЏе«° гЏ бж«“г","√д«»н» жгж«”н— жќ—«Ўнг? гд гЎ«Ў г»—яд џн—гё”м гёж«… »гж«ѕ √ќ—н √ж г Ќѕ… гЏе«° гЏ бж«“г",40094200,2,225,75,300,ж“д,0,
94318,"[40101100] ”нж— дёб «бгж«ѕ гд «бгЎ«Ў «бг»—яд° гёж«… »гЏ«ѕд ЁёЎ","”нж— дёб «бгж«ѕ гд «бгЎ«Ў «бг»—яд° гёж«… »гЏ«ѕд ЁёЎ",40101100,2,75,25,100,ж“д,0,
94319,"[40101200] ”нж— дёб «бгж«ѕ гд «бгЎ«Ў «бг»—яд° гёж«… »гж«ѕ д”ћн… ЁёЎ","”нж— дёб «бгж«ѕ гд «бгЎ«Ў «бг»—яд° гёж«… »гж«ѕ д”ћн… ЁёЎ",40101200,2,75,25,100,ж“д,0,
94320,[40101900] ”нж— дёб гж«ѕ гд «бгЎ«Ў «бг»—яд (џ г ”),”нж— дёб гж«ѕ гд «бгЎ«Ў «бг»—яд (џ г ”),40101900,2,75,25,100,ж“д,0,
94321,"[40103100] ”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° г÷бЏ…...«бќ ён«” гЌнЎе«>60 ж<=180 ”г","”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° г÷бЏ…...«бќ ён«” гЌнЎе«>60 ж<=180 ”г",40103100,2,75,25,100,ж“д,0,
94322,"[40103200] ”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° џн—г÷бЏ…... ён«” гЌнЎе«>60 ж<=180 ”г","”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° џн—г÷бЏ…... ён«” гЌнЎе«>60 ж<=180 ”г",40103200,2,75,25,100,ж“д,0,
94323,"[40103300] ”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° г÷бЏ…..«бќ ён«” гЌнЎе«>120 ж<=240 ”г","”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° г÷бЏ…..«бќ ён«” гЌнЎе«>120 ж<=240 ”г",40103300,2,75,25,100,ж“д,0,
94324,"[40103400] ”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° џн—г÷бЏ…... ён«” гЌнЎе«>120 ж<=240”г","”нж— дёб «бЌ—я… гд гЎ«Ў г»—яд° гёЁб…° гёЎЏе« »‘ябV° џн—г÷бЏ…... ён«” гЌнЎе«>120 ж<=240”г",40103400,2,75,25,100,ж“д,0,
94325,"[40103500] ”нж— дёб «бЌ—я… «бг “«гд… ((”ндя—ждж” ""synchronous"" гёЁб… ""endles"" (г ’б… «бЎ—Ёнд »ЌнЋ  ‘яб ѕ«∆—… г—д…))° »гЌнЎ ќ«—ћн н“нѕ Џд 60 ”г бяд б« н ћ«ж“ 150 ”г.","”нж— дёб «бЌ—я… «бг “«гд… ((”ндя—ждж” ""synchronous"" гёЁб… ""endles"" (г ’б… «бЎ—Ёнд »ЌнЋ  ‘яб ѕ«∆—… г—д…))° »гЌнЎ ќ«—ћн н“нѕ Џд 60 ”г бяд б« н ћ«ж“ 150 ”г.",40103500,2,75,25,100,ж“д,0,
94326,"[40103600] ”нж— дёб «бЌ—я… «бг “«гд… ((”ндя—ждж” ""synchronous"" гёЁб… ""endles"" (г ’б… «бЎ—Ёнд »ЌнЋ  ‘яб ѕ«∆—… г—д…))° »гЌнЎ ќ«—ћн н“нѕ Џд 150 ”г бяде н ћ«ж“ 198 ”г.","”нж— дёб «бЌ—я… «бг “«гд… ((”ндя—ждж” ""synchronous"" гёЁб… ""endles"" (г ’б… «бЎ—Ёнд »ЌнЋ  ‘яб ѕ«∆—… г—д…))° »гЌнЎ ќ«—ћн н“нѕ Џд 150 ”г бяде н ћ«ж“ 198 ”г.",40103600,2,75,25,100,ж“д,0,
94327,[40103900] ”нж— дёб ««бЌ—я… гд «бгЎ«Ў «бг»—яд. (џ г ”),”нж— дёб ««бЌ—я… гд «бгЎ«Ў «бг»—яд. (џ г ”),40103900,2,75,25,100,ж“д,0,
94328,[40111000] ≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… бб”н«—«  «б”н«Ќн…,≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… бб”н«—«  «б”н«Ќн…,40111000,2,150,50,200,ж“д,0,
94329,[40112000] ≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… ббЌ«Ёб« .,≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… ббЌ«Ёб« .,40112000,2,150,50,200,ж“д,0,
94330,[40113000] ≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… ббЎ«∆—« ,≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… ббЎ«∆—« ,40113000,2,1505,502,2007,ж“д,0,
94331,[40114000] ≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… ббѕ—«ћ«  «бд«—н…,≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб… ббѕ—«ћ«  «бд«—н…,40114000,2,150,50,200,ж“д,0,
94332,[40115000] ≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб…  ббѕ—«ћ«  «бЏ«ѕн…,≈Ў«—«  ќ«—ћн… еж«∆н… ћѕнѕ…? гд гЎ«Ў. гд «б√дж«Џ «бг” Џгб…  ббѕ—«ћ«  «бЏ«ѕн…,40115000,2,150,50,200,ж“д,0,
94333,[40117000] гд «б√дж«Џ «бг” Џгб… ббЏ—»«  ж «б¬б«  «б“—«Џн… ж «бЌ—«ћн…,гд «б√дж«Џ «бг” Џгб… ббЏ—»«  ж «б¬б«  «б“—«Џн… ж «бЌ—«ћн…,40117000,2,150,50,200,ж“д,0,
94334,[40118000] гд «б√дж«Џ «бг” Џгб… ббЏ—»«  ж ¬б«  «б≈д‘«Ѕ«  ж «б√Џг«б «бгдћгн… ж  ” нЁ «б»÷«∆Џ «б’д«Џн…,гд «б√дж«Џ «бг” Џгб… ббЏ—»«  ж ¬б«  «б≈д‘«Ѕ«  ж «б√Џг«б «бгдћгн… ж  ” нЁ «б»÷«∆Џ «б’д«Џн…,40118000,2,150,50,200,ж“д,0,
94335,[40119000] џн—е«,џн—е«,40119000,2,150,50,200,ж“д,0,
94336,[40121100] «Ў«—«  гЎ«Ў ќ«—ћн… гћѕѕ… (»«б б»н”) гд «бджЏ «бг” Џгб Џбм «б”н«—«  «б”н«Ќн…,«Ў«—«  гЎ«Ў ќ«—ћн… гћѕѕ… (»«б б»н”) гд «бджЏ «бг” Џгб Џбм «б”н«—«  «б”н«Ќн…,40121100,2,150,50,200,ж“д,0,
94337,[40121200] «Ў«—«  гЎ«Ў ќ«—ћн… гћѕѕ… (»«б б»н”) гд «бджЏ «бг” Џгб Џбм «бЌ«Ёб« ,«Ў«—«  гЎ«Ў ќ«—ћн… гћѕѕ… (»«б б»н”) гд «бджЏ «бг” Џгб Џбм «бЌ«Ёб« ,40121200,2,150,50,200,ж“д,0,
94338,"[40121300] «Ў«—«  гд гЎ«Ў ќ«—ћн… гћѕѕ… (»«б б»н”) гд «бджЏ «бг” Џгб ббЎ«∆—«  ""aircraft""","«Ў«—«  гд гЎ«Ў ќ«—ћн… гћѕѕ… (»«б б»н”) гд «бджЏ «бг” Џгб ббЎ«∆—«  ""aircraft""",40121300,2,1500,500,2000,ж“д,0,
94339,[40121900] «Ў«—«  ќ«—ћн… гћѕѕ… (»«б б»н”) гд гЎ«Ў,«Ў«—«  ќ«—ћн… гћѕѕ… (»«б б»н”) гд гЎ«Ў,40121900,2,150,50,200,ж“д,0,
94340,[40122000] ≈Ў«—«  ќ«—ћн… г” Џгб… гд гЎ«Ў,≈Ў«—«  ќ«—ћн… г” Џгб… гд гЎ«Ў,40122000,2,0,0,0,ж“д,0,
94341,[40129000] џн—е«:,џн—е«:,40129000,2,150,50,200,ж“д,0,
94342,[40131000] √д«»н» ѕ«ќбн… еж«∆н… гд гЎ«Ў гд «б√дж«Џ «бг” Џгб… бб”н«—«  «б”н«Ќн… ж«бЌ«Ёб«  ж«б‘«Ќд« ,√д«»н» ѕ«ќбн… еж«∆н… гд гЎ«Ў гд «б√дж«Џ «бг” Џгб… бб”н«—«  «б”н«Ќн… ж«бЌ«Ёб«  ж«б‘«Ќд« ,40131000,2,150,50,200,ж“д,0,
94343,[40132000] √д«»н» ѕ«ќбн… еж«∆н… гд гЎ«Ў гд «б√дж«Џ «бг” Џгб… ббѕ—«ћ«  «бЏ«ѕн…,√д«»н» ѕ«ќбн… еж«∆н… гд гЎ«Ў гд «б√дж«Џ «бг” Џгб… ббѕ—«ћ«  «бЏ«ѕн…,40132000,2,150,50,200,ж“д,0,
94344,[40139000] √д«»н» ѕ«ќбн… еж«∆н… (≈Ў«—«  ѕ«ќбн…) гд «бгЎ«Ў. (џ г ”),√д«»н» ѕ«ќбн… еж«∆н… (≈Ў«—«  ѕ«ќбн…) гд «бгЎ«Ў. (џ г ”),40139000,2,150,50,200,ж“д,0,
94345,"[40141000] ж«ён«  гдЏ «бЌгб (џхгхжѕ ""sheath ""),гд гЎш«Ў г»—яд џн— гё”шм","ж«ён«  гдЏ «бЌгб (џхгхжѕ ""sheath ""),гд гЎш«Ў г»—яд џн— гё”шм",40141000,2,750,250,1000,ж“д,0,
94346,"[40149000] √’д«Ё бб≈” Џг«б «б’Ќн ж «б’нѕбн, гд гЎш«Ў г»—яд џн— гё”шм ж«д  ÷гд  √ћ“«Ѕ гд гЎ«Ў гё”м","√’д«Ё бб≈” Џг«б «б’Ќн ж «б’нѕбн, гд гЎш«Ў г»—яд џн— гё”шм ж«д  ÷гд  √ћ“«Ѕ гд гЎ«Ў гё”м",40149000,2,225,75,300,ж“д,0,
94370,[41032000] ћбжѕ ќ«г гд «б“ж«ЌЁ,ћбжѕ ќ«г гд «б“ж«ЌЁ,41032000,2,20,7,27,ж“д,0,
94371,[41039000] џн—е«:,џн—е«:,41039000,2,20,7,27,ж“д,0,
97664,[96039090] гя«д” жЁ—«ћнд √ќ— (џ г ” ),гя«д” жЁ—«ћнд √ќ— (џ г ” ),96039090,2,375,125,500,ж“д,0,
94347,"[40151200] ёЁ«“«  ""gloves"" жёЁ«“«   я”ж —«Ќ… «бнѕ ЁёЎ ѕжд «б√’«»Џ ""mittens"" жёЁшу«“«   я”ж «б√’«»Џ «б√—»Џ гЏ« ж«б≈»е«г гдЁ—ѕ« ""mitts"":гд «бджЏ «бг” ќѕг бб√џ—«÷ «бЎ»н… √ж «бћ—«Ќн… √ж «б”дн… √ж «б»нЎ—н….","ёЁ«“«  ""gloves"" жёЁ«“«   я”ж —«Ќ… «бнѕ ЁёЎ ѕжд «б√’«»Џ ""mittens"" жёЁшу«“«   я”ж «б√’«»Џ «б√—»Џ гЏ« ж«б≈»е«г гдЁ—ѕ« ""mitts"":гд «бджЏ «бг” ќѕг бб√џ—«÷ «бЎ»н… √ж «бћ—«Ќн… √ж «б”дн… √ж «б»нЎ—н….",40151200,2,225,75,300,ж“д,0,
